Date,Open,High,Low,Close,Adj Close,Volume,Nxt Close
11/22/2020,0.132945,0.152735,0.12019,0.14476,0.14476,2294032112,0.15351
11/23/2020,0.14476,0.158153,0.142471,0.15351,0.15351,2203606418,0.166323
11/24/2020,0.153571,0.182066,0.153571,0.166323,0.166323,2566224959,0.155162
11/25/2020,0.166346,0.174859,0.149907,0.155162,0.155162,1773041979,0.138281
11/26/2020,0.155107,0.16022,0.123439,0.138281,0.138281,2523183036,0.141028
11/27/2020,0.138292,0.144637,0.131366,0.141028,0.141028,1505708870,0.164791
11/28/2020,0.141074,0.171569,0.13956,0.164791,0.164791,1932319047,0.166639
11/29/2020,0.164923,0.170575,0.157614,0.166639,0.166639,1731327207,0.171308
11/30/2020,0.16663,0.172765,0.1606,0.171308,0.171308,2151589402,0.155983
12/1/2020,0.171367,0.173851,0.146573,0.155983,0.155983,2071556994,0.158557
12/2/2020,0.155956,0.159662,0.151429,0.158557,0.158557,1367595805,0.164212
12/3/2020,0.158592,0.168009,0.155936,0.164212,0.164212,1287927035,0.148241
12/4/2020,0.164209,0.164506,0.146964,0.148241,0.148241,1200621758,0.159668
12/5/2020,0.148164,0.161383,0.146795,0.159668,0.159668,1036100099,0.158867
12/6/2020,0.159659,0.162406,0.15343,0.158867,0.158867,886137949,0.15413
12/7/2020,0.158876,0.159041,0.151737,0.15413,0.15413,789426236,0.140928
12/8/2020,0.154127,0.154936,0.138959,0.140928,0.140928,939164987,0.148165
12/9/2020,0.140942,0.14981,0.130468,0.148165,0.148165,1320752603,0.141994
12/10/2020,0.14817,0.14853,0.139986,0.141994,0.141994,798550525,0.139449
12/11/2020,0.142022,0.142694,0.135182,0.139449,0.139449,704854539,0.14446
12/12/2020,0.139423,0.147259,0.139207,0.14446,0.14446,519780651,0.153964
12/13/2020,0.144503,0.156259,0.143477,0.153964,0.153964,675025745,0.157992
12/14/2020,0.154016,0.158002,0.149769,0.157992,0.157992,587078385,0.154305
12/15/2020,0.158065,0.159713,0.153355,0.154305,0.154305,607184173,0.167589
12/16/2020,0.154312,0.167599,0.149976,0.167589,0.167589,976699799,0.163483
12/17/2020,0.167571,0.174342,0.161644,0.163483,0.163483,1188727265,0.164988
12/18/2020,0.163449,0.168635,0.159152,0.164988,0.164988,1101018945,0.164714
12/19/2020,0.16498,0.170486,0.16332,0.164714,0.164714,586684841,0.161988
12/20/2020,0.164728,0.167724,0.158695,0.161988,0.161988,729191687,0.152656
12/21/2020,0.162004,0.165416,0.147903,0.152656,0.152656,1139902286,0.156179
12/22/2020,0.152634,0.160015,0.149451,0.156179,0.156179,1138400653,0.136394
12/23/2020,0.156226,0.157414,0.12742,0.136394,0.136394,1484453887,0.152883
12/24/2020,0.136457,0.154337,0.132127,0.152883,0.152883,1470292431,0.157564
12/25/2020,0.152886,0.166846,0.150497,0.157564,0.157564,1119917804,0.157824
12/26/2020,0.157556,0.161981,0.149824,0.157824,0.157824,1191970341,0.154422
12/27/2020,0.157835,0.16519,0.150378,0.154422,0.154422,1578354821,0.176735
12/28/2020,0.15444,0.178583,0.153445,0.176735,0.176735,1732151279,0.192164
12/29/2020,0.176709,0.19617,0.174039,0.192164,0.192164,2967669490,0.18404
12/30/2020,0.192022,0.193144,0.175681,0.18404,0.18404,1849432295,0.181397
12/31/2020,0.184034,0.185749,0.176594,0.181397,0.181397,1132268397,0.17535
1/1/2021,0.181382,0.184246,0.172022,0.17535,0.17535,1122218004,0.177423
1/2/2021,0.175359,0.184253,0.169233,0.177423,0.177423,1408849504,0.204995
1/3/2021,0.177382,0.208679,0.173376,0.204995,0.204995,2303857909,0.224762
1/4/2021,0.205236,0.239661,0.19445,0.224762,0.224762,3260699086,0.258314
1/5/2021,0.224817,0.264886,0.208454,0.258314,0.258314,4097207384,0.331898
1/6/2021,0.258549,0.346298,0.256225,0.331898,0.331898,6170988900,0.29998
1/7/2021,0.332272,0.353344,0.283216,0.29998,0.29998,5149188552,0.305597
1/8/2021,0.300387,0.320191,0.266476,0.305597,0.305597,4560690774,0.332973
1/9/2021,0.305611,0.338596,0.296694,0.332973,0.332973,3655608662,0.304895
1/10/2021,0.332961,0.340394,0.284556,0.304895,0.304895,3732911206,0.275466
1/11/2021,0.304996,0.304996,0.233033,0.275466,0.275466,4768803200,0.287003
1/12/2021,0.275249,0.31337,0.265727,0.287003,0.287003,4037298875,0.313609
1/13/2021,0.286688,0.314465,0.272395,0.313609,0.313609,2656935144,0.310396
1/14/2021,0.313546,0.323552,0.2998,0.310396,0.310396,2686785564,0.30253
1/15/2021,0.310554,0.329685,0.280742,0.30253,0.30253,3171984602,0.352444
1/16/2021,0.302512,0.365411,0.30225,0.352444,0.352444,4476161885,0.379852
1/17/2021,0.352337,0.395653,0.342834,0.379852,0.379852,5617481334,0.371428
1/18/2021,0.379735,0.395443,0.366233,0.371428,0.371428,3480282508,0.369137
1/19/2021,0.371457,0.382987,0.363624,0.369137,0.369137,2957453653,0.375394
1/20/2021,0.368936,0.376197,0.331958,0.375394,0.375394,3281600988,0.310209
1/21/2021,0.375449,0.378716,0.301401,0.310209,0.310209,3567902823,0.349577
1/22/2021,0.310054,0.359159,0.283576,0.349577,0.349577,4066222238,0.345643
1/23/2021,0.349332,0.357211,0.336701,0.345643,0.345643,2781033956,0.353881
1/24/2021,0.345586,0.368639,0.338756,0.353881,0.353881,2539663711,0.343886
1/25/2021,0.35385,0.363512,0.341663,0.343886,0.343886,2339817092,0.344234
1/26/2021,0.343841,0.349753,0.325815,0.344234,0.344234,2557745015,0.31308
1/27/2021,0.344218,0.344218,0.305461,0.31308,0.31308,2666764973,0.333303
1/28/2021,0.313021,0.335361,0.306104,0.333303,0.333303,2980005125,0.348131
1/29/2021,0.352348,0.366772,0.332015,0.348131,0.348131,3367098095,0.362619
1/30/2021,0.348078,0.37272,0.337469,0.362619,0.362619,2866173269,0.344898
1/31/2021,0.362608,0.375405,0.338952,0.344898,0.344898,2455679992,0.402033
2/1/2021,0.344817,0.417152,0.334194,0.402033,0.402033,3838085989,0.426247
2/2/2021,0.402952,0.452595,0.388787,0.426247,0.426247,6504904709,0.4414
2/3/2021,0.425959,0.447355,0.415046,0.4414,0.4414,3648896567,0.441051
2/4/2021,0.441357,0.447014,0.410158,0.441051,0.441051,3553059568,0.537874
2/5/2021,0.441142,0.556724,0.439556,0.537874,0.537874,6808411307,0.627886
2/6/2021,0.537758,0.657628,0.522974,0.627886,0.627886,8109402422,0.663238
2/7/2021,0.628832,0.702539,0.586949,0.663238,0.663238,11252055620,0.682511
2/8/2021,0.66238,0.719411,0.634283,0.682511,0.682511,9056514741,0.703516
2/9/2021,0.682145,0.70904,0.669399,0.703516,0.703516,5885048712,0.930318
2/10/2021,0.703548,0.943893,0.703548,0.930318,0.930318,12667653585,0.927741
2/11/2021,0.930823,0.973325,0.87195,0.927741,0.927741,10627183208,0.925587
2/12/2021,0.927095,0.945056,0.871123,0.925587,0.925587,8035829513,0.905719
2/13/2021,0.925421,0.94995,0.833003,0.905719,0.905719,7532474270,0.848419
2/14/2021,0.90633,0.914596,0.815201,0.848419,0.848419,7159401195,0.861012
2/15/2021,0.847825,0.908158,0.717115,0.861012,0.861012,8979888270,0.870951
2/16/2021,0.860703,0.904206,0.840923,0.870951,0.870951,6948621246,0.89092
2/17/2021,0.87091,0.895954,0.826491,0.89092,0.89092,5841828077,0.914119
2/18/2021,0.890869,0.956904,0.890869,0.914119,0.914119,4918032802,0.927649
2/19/2021,0.914256,0.943777,0.885282,0.927649,0.927649,4582877243,1.122958
2/20/2021,0.927462,1.193958,0.916921,1.122958,1.122958,11454890463,1.10052
2/21/2021,1.121584,1.149899,1.079321,1.10052,1.10052,7042361464,1.099151
2/22/2021,1.100406,1.134158,0.851531,1.099151,1.099151,10562051439,0.954709
2/23/2021,1.098769,1.133705,0.824145,0.954709,0.954709,11201900117,1.051657
2/24/2021,0.954958,1.074832,0.902583,1.051657,1.051657,8481334623,1.079116
2/25/2021,1.051349,1.172732,1.017986,1.079116,1.079116,8248286269,1.241105
2/26/2021,1.080828,1.290047,0.99515,1.241105,1.241105,14884142109,1.32486
2/27/2021,1.242145,1.476653,1.234138,1.32486,1.32486,19141980288,1.308059
2/28/2021,1.323619,1.361114,1.166092,1.308059,1.308059,15732556180,1.292388
3/1/2021,1.309792,1.342408,1.2393,1.292388,1.292388,9775330113,1.225582
3/2/2021,1.293609,1.299627,1.188732,1.225582,1.225582,8118255106,1.216593
3/3/2021,1.225719,1.263525,1.214234,1.216593,1.216593,4937160429,1.114868
3/4/2021,1.216445,1.229674,1.069218,1.114868,1.114868,7164490225,1.168523
3/5/2021,1.114639,1.195125,1.041156,1.168523,1.168523,7325099027,1.131012
3/6/2021,1.167456,1.18072,1.090132,1.131012,1.131012,5348048001,1.133367
3/7/2021,1.130849,1.142286,1.108308,1.133367,1.133367,4204795554,1.118053
3/8/2021,1.132939,1.176217,1.107921,1.118053,1.118053,3557114310,1.195161
3/9/2021,1.118145,1.214923,1.11332,1.195161,1.195161,5317733185,1.135003
3/10/2021,1.195103,1.204682,1.12397,1.135003,1.135003,4215428913,1.12479
3/11/2021,1.134413,1.13825,1.111643,1.12479,1.12479,3633460869,1.039144
3/12/2021,1.124823,1.128085,1.03275,1.039144,1.039144,4224893051,1.103314
3/13/2021,1.038894,1.182899,0.993052,1.103314,1.103314,5871086058,1.059154
3/14/2021,1.102982,1.102982,1.059154,1.059154,1.059154,3738147940,1.033539
3/15/2021,1.058601,1.068913,1.007628,1.033539,1.033539,4545451677,1.242953
3/16/2021,1.033242,1.258886,1.004308,1.242953,1.242953,9502962157,1.378673
3/17/2021,1.243555,1.419344,1.206662,1.378673,1.378673,10046495758,1.239006
3/18/2021,1.378416,1.473155,1.237366,1.239006,1.239006,11392835545,1.30217
3/19/2021,1.238559,1.342355,1.196046,1.30217,1.30217,7970282918,1.206541
3/20/2021,1.301472,1.313273,1.206541,1.206541,1.206541,4316999916,1.18914
3/21/2021,1.206431,1.244282,1.164746,1.18914,1.18914,4064084727,1.109874
3/22/2021,1.189203,1.20855,1.089628,1.109874,1.109874,4058067310,1.121552
3/23/2021,1.109343,1.174177,1.088027,1.121552,1.121552,4609407773,1.075002
3/24/2021,1.121345,1.163652,1.056555,1.075002,1.075002,3759287517,1.101574
3/25/2021,1.074466,1.152968,1.055945,1.101574,1.101574,5732698268,1.213969
3/26/2021,1.101425,1.279076,1.098956,1.213969,1.213969,6325795912,1.176577
3/27/2021,1.214082,1.236277,1.163149,1.176577,1.176577,3106871131,1.191124
3/28/2021,1.17682,1.219583,1.169294,1.191124,1.191124,2397009016,1.202541
3/29/2021,1.190976,1.228019,1.181512,1.202541,1.202541,2554597106,1.213317
3/30/2021,1.202562,1.233722,1.191645,1.213317,1.213317,2517422843,1.193264
3/31/2021,1.213675,1.213675,1.16772,1.193264,1.193264,3190463749,1.189244
4/1/2021,1.193553,1.207719,1.18413,1.189244,1.189244,2309789364,1.196509
4/2/2021,1.189208,1.245915,1.187607,1.196509,1.196509,2909026267,1.173277
4/3/2021,1.196326,1.244183,1.171635,1.173277,1.173277,3355350115,1.19142
4/4/2021,1.172973,1.199748,1.166279,1.19142,1.19142,2166855014,1.2143
4/5/2021,1.191552,1.226746,1.176512,1.2143,1.2143,2992739340,1.255354
4/6/2021,1.214279,1.340895,1.195389,1.255354,1.255354,6301229657,1.175149
4/7/2021,1.255457,1.291087,1.165118,1.175149,1.175149,4771395490,1.219436
4/8/2021,1.176132,1.223793,1.173156,1.219436,1.219436,2315835365,1.20354
4/9/2021,1.219454,1.22898,1.194931,1.20354,1.20354,1678933674,1.218758
4/10/2021,1.203533,1.25192,1.196311,1.218758,1.218758,2481275569,1.266735
4/11/2021,1.218359,1.292287,1.200776,1.266735,1.266735,3636786443,1.316127
4/12/2021,1.266206,1.346588,1.265474,1.316127,1.316127,4918248258,1.411786
4/13/2021,1.314895,1.437677,1.283793,1.411786,1.411786,5896543066,1.45542
4/14/2021,1.410999,1.557761,1.353006,1.45542,1.45542,9596107541,1.481588
4/15/2021,1.453804,1.494799,1.415393,1.481588,1.481588,5337358369,1.416949
4/16/2021,1.479627,1.518984,1.339908,1.416949,1.416949,5692183858,1.384869
4/17/2021,1.413843,1.456151,1.368059,1.384869,1.384869,4058018560,1.275501
4/18/2021,1.386181,1.397696,1.098977,1.275501,1.275501,7454680286,1.197959
4/19/2021,1.278005,1.322387,1.174248,1.197959,1.197959,5665978235,1.265934
4/20/2021,1.194609,1.280693,1.130647,1.265934,1.265934,4855633658,1.206735
4/21/2021,1.267735,1.286464,1.200816,1.206735,1.206735,4078624182,1.147017
4/22/2021,1.203901,1.277444,1.117599,1.147017,1.147017,4693396293,1.155702
4/23/2021,1.145824,1.165576,0.935227,1.155702,1.155702,7196378408,1.101355
4/24/2021,1.158783,1.196284,1.09696,1.101355,1.101355,3566224272,1.08825
4/25/2021,1.102703,1.146124,1.022775,1.08825,1.08825,2465672138,1.234019
4/26/2021,1.090186,1.249876,1.082105,1.234019,1.234019,3201086934,1.306927
4/27/2021,1.237595,1.329766,1.224979,1.306927,1.306927,2985492683,1.335666
4/28/2021,1.305966,1.348198,1.235215,1.335666,1.335666,2981476669,1.308014
4/29/2021,1.337107,1.410331,1.26794,1.308014,1.308014,3997566407,1.352449
4/30/2021,1.306196,1.369041,1.287837,1.352449,1.352449,2691072833,1.353071
5/1/2021,1.352431,1.367415,1.319063,1.353071,1.353071,2030816122,1.326812
5/2/2021,1.351402,1.354889,1.295577,1.326812,1.326812,1994291746,1.36203
5/3/2021,1.326938,1.37979,1.322527,1.36203,1.36203,2398404766,1.274111
5/4/2021,1.362939,1.365681,1.258929,1.274111,1.274111,3342089372,1.475529
5/5/2021,1.270986,1.493424,1.26083,1.475529,1.475529,4797068103,1.650124
5/6/2021,1.47811,1.699504,1.4338,1.650124,1.650124,10679657004,1.653453
5/7/2021,1.648683,1.745329,1.530229,1.653453,1.653453,7324573762,1.619554
5/8/2021,1.654544,1.654544,1.564084,1.619554,1.619554,3959173109,1.770562
5/9/2021,1.620347,1.829795,1.575998,1.770562,1.770562,8065503276,1.644696
5/10/2021,1.766068,1.822609,1.529308,1.644696,1.644696,6463330466,1.764077
5/11/2021,1.641717,1.778112,1.596676,1.764077,1.764077,5428571805,1.552775
5/12/2021,1.763505,1.818942,1.552775,1.552775,1.552775,5338469591,1.933668
5/13/2021,1.56845,1.969934,1.505321,1.933668,1.933668,14513419581,2.004796
5/14/2021,1.927283,2.042103,1.817152,2.004796,2.004796,7654204713,2.174027
5/15/2021,2.006624,2.371752,1.966524,2.174027,2.174027,15517858775,2.309113
5/16/2021,2.171434,2.461766,2.013285,2.309113,2.309113,12524150427,2.032226
5/17/2021,2.30019,2.325002,1.92552,2.032226,2.032226,11250259740,2.003662
5/18/2021,2.028103,2.150382,1.979631,2.003662,2.003662,6744829200,1.482521
5/19/2021,2.006584,2.028092,1.028031,1.482521,1.482521,16313794033,1.810469
5/20/2021,1.471961,1.943229,1.327412,1.810469,1.810469,11788522531,1.552277
5/21/2021,1.802594,1.86863,1.326776,1.552277,1.552277,9055414507,1.463622
5/22/2021,1.553113,1.60102,1.377943,1.463622,1.463622,6572397780,1.325436
5/23/2021,1.46568,1.53964,1.056036,1.325436,1.325436,9297651823,1.549485
5/24/2021,1.316236,1.597913,1.270361,1.549485,1.549485,7365907636,1.555369
5/25/2021,1.550373,1.648563,1.439744,1.555369,1.555369,5723130829,1.782702
5/26/2021,1.554463,1.832433,1.554463,1.782702,1.782702,6638876193,1.64596
5/27/2021,1.781137,1.790477,1.612414,1.64596,1.64596,4266751905,1.511987
5/28/2021,1.650636,1.677707,1.452245,1.511987,1.511987,5373114660,1.406232
5/29/2021,1.513623,1.561741,1.335859,1.406232,1.406232,3902596499,1.577279
5/30/2021,1.404303,1.688977,1.35182,1.577279,1.577279,4974774760,1.742778
5/31/2021,1.575644,1.75062,1.527209,1.742778,1.742778,4491096277,1.734753
6/1/2021,1.738447,1.779591,1.660549,1.734753,1.734753,4123980990,1.752824
6/2/2021,1.736103,1.803849,1.719255,1.752824,1.752824,3453620094,1.840471
6/3/2021,1.754643,1.88865,1.717762,1.840471,1.840471,3443770332,1.710908
6/4/2021,1.846715,1.848485,1.609734,1.710908,1.710908,4583062567,1.659009
6/5/2021,1.709916,1.783177,1.611715,1.659009,1.659009,2969362191,1.678248
6/6/2021,1.656461,1.706524,1.647702,1.678248,1.678248,1748045655,1.564106
6/7/2021,1.677226,1.740569,1.557106,1.564106,1.564106,2644319967,1.58803
6/8/2021,1.567051,1.594298,1.402785,1.58803,1.58803,4318242183,1.624826
6/9/2021,1.583486,1.630414,1.485165,1.624826,1.624826,3551319865,1.531857
6/10/2021,1.627778,1.635973,1.508578,1.531857,1.531857,2366588153,1.436378
6/11/2021,1.533137,1.546059,1.420852,1.436378,1.436378,2477031735,1.48022
6/12/2021,1.437721,1.49353,1.358179,1.48022,1.48022,2801038421,1.558359
6/13/2021,1.480494,1.578513,1.402935,1.558359,1.558359,2785909000,1.57511
6/14/2021,1.557019,1.592704,1.510411,1.57511,1.57511,2543903347,1.597756
6/15/2021,1.57387,1.611401,1.545383,1.597756,1.597756,2553205553,1.482573
6/16/2021,1.55658,1.575438,1.475047,1.482573,1.482573,2139361752,1.482194
6/17/2021,1.484558,1.538465,1.459475,1.482194,1.482194,1731974000,1.415396
6/18/2021,1.482789,1.493233,1.379673,1.415396,1.415396,2128905021,1.39057
6/19/2021,1.417603,1.442877,1.386422,1.39057,1.39057,1829155405,1.429188
6/20/2021,1.387408,1.460376,1.308951,1.429188,1.429188,2319196952,1.17748
6/21/2021,1.427028,1.436257,1.170604,1.17748,1.17748,3987752749,1.153254
6/22/2021,1.175233,1.263039,1.002985,1.153254,1.153254,5960971784,1.252896
6/23/2021,1.155804,1.305561,1.111894,1.252896,1.252896,4931021068,1.356087
6/24/2021,1.25141,1.398589,1.206899,1.356087,1.356087,3368353999,1.256478
6/25/2021,1.359522,1.392683,1.245304,1.256478,1.256478,4343177013,1.25044
6/26/2021,1.254301,1.291396,1.198573,1.25044,1.25044,3241467640,1.335202
6/27/2021,1.251827,1.348168,1.243678,1.335202,1.335202,2371576551,1.324752
6/28/2021,1.337114,1.349285,1.305406,1.324752,1.324752,2292440816,1.368437
6/29/2021,1.325513,1.419944,1.320304,1.368437,1.368437,2589787987,1.383472
6/30/2021,1.372968,1.398117,1.287063,1.383472,1.383472,2591116345,1.335611
7/1/2021,1.383814,1.383814,1.304074,1.335611,1.335611,2002167965,1.394397
7/2/2021,1.332942,1.394397,1.286607,1.394397,1.394397,2159409781,1.406836
7/3/2021,1.394152,1.441714,1.359664,1.406836,1.406836,2028094099,1.458184
7/4/2021,1.404008,1.493717,1.382153,1.458184,1.458184,1806362471,1.404898
7/5/2021,1.461221,1.461221,1.379284,1.404898,1.404898,1759460737,1.418053
7/6/2021,1.404712,1.456887,1.393282,1.418053,1.418053,1477699691,1.403118
7/7/2021,1.416153,1.440113,1.401327,1.403118,1.403118,1349405773,1.330146
7/8/2021,1.404964,1.406497,1.320428,1.330146,1.330146,1580104997,1.349474
7/9/2021,1.327267,1.371523,1.288597,1.349474,1.349474,1566915921,1.336085
7/10/2021,1.350715,1.364834,1.320597,1.336085,1.336085,1102564201,1.348145
7/11/2021,1.335172,1.366351,1.324434,1.348145,1.348145,870305644,1.315099
7/12/2021,1.348264,1.373091,1.292838,1.315099,1.315099,1198732016,1.265083
7/13/2021,1.313973,1.321124,1.250801,1.265083,1.265083,1243604284,1.262258
7/14/2021,1.264938,1.287538,1.200443,1.262258,1.262258,1647061755,1.223192
7/15/2021,1.263694,1.287742,1.207396,1.223192,1.223192,1637907431,1.173715
7/16/2021,1.22505,1.244133,1.168918,1.173715,1.173715,1626548127,1.172302
7/17/2021,1.171585,1.193662,1.152655,1.172302,1.172302,1487211065,1.183698
7/18/2021,1.172851,1.216031,1.170776,1.183698,1.183698,1354296229,1.121116
7/19/2021,1.181999,1.190931,1.117248,1.121116,1.121116,1061358016,1.056291
7/20/2021,1.12276,1.134648,1.021433,1.056291,1.056291,1782242052,1.168098
7/21/2021,1.054299,1.221106,1.038182,1.168098,1.168098,2074843118,1.186161
7/22/2021,1.170252,1.206679,1.152134,1.186161,1.186161,1494732916,1.206307
7/23/2021,1.18625,1.207033,1.147738,1.206307,1.206307,1215895311,1.233497
7/24/2021,1.207072,1.247973,1.199018,1.233497,1.233497,1227752700,1.228501
7/25/2021,1.233566,1.238433,1.191617,1.228501,1.228501,1036357455,1.258493
7/26/2021,1.228722,1.399011,1.224362,1.258493,1.258493,3004669560,1.278446
7/27/2021,1.255928,1.314803,1.21536,1.278446,1.278446,2145865207,1.283504
7/28/2021,1.280826,1.316583,1.260048,1.283504,1.283504,1793329178,1.284084
7/29/2021,1.286494,1.299072,1.260992,1.284084,1.284084,1466954743,1.308952
7/30/2021,1.285791,1.317354,1.250495,1.308952,1.308952,1556740433,1.322345
7/31/2021,1.309885,1.332403,1.28886,1.322345,1.322345,1312376664,1.31773
8/1/2021,1.319958,1.386737,1.30027,1.31773,1.31773,1862585305,1.310068
8/2/2021,1.31577,1.349569,1.296775,1.310068,1.310068,1431593693,1.365026
8/3/2021,1.30939,1.382737,1.263189,1.365026,1.365026,2100675041,1.376564
8/4/2021,1.369783,1.392539,1.324366,1.376564,1.376564,1899638009,1.386145
8/5/2021,1.376939,1.397315,1.34052,1.386145,1.386145,1722512650,1.401786
8/6/2021,1.386193,1.424119,1.363699,1.401786,1.401786,1882912649,1.470677
8/7/2021,1.402523,1.484598,1.39675,1.470677,1.470677,2489155525,1.42783
8/8/2021,1.473097,1.494273,1.408625,1.42783,1.42783,1977739378,1.47764
8/9/2021,1.426617,1.498564,1.394436,1.47764,1.47764,1821319632,1.672566
8/10/2021,1.475262,1.699575,1.458569,1.672566,1.672566,3460499377,1.798038
8/11/2021,1.677949,1.894406,1.670661,1.798038,1.798038,6144078169,1.823878
8/12/2021,1.795803,1.866757,1.684125,1.823878,1.823878,5590812297,2.136079
8/13/2021,1.83276,2.145926,1.828374,2.136079,2.136079,7661020085,2.191687
8/14/2021,2.138287,2.25036,2.093593,2.191687,2.191687,7965959274,2.169153
8/15/2021,2.189896,2.248431,2.039562,2.169153,2.169153,5964077684,2.079417
8/16/2021,2.167868,2.19545,2.051724,2.079417,2.079417,4479074279,1.926601
8/17/2021,2.072315,2.141046,1.912754,1.926601,1.926601,3862425430,2.10856
8/18/2021,1.92448,2.161289,1.887675,2.10856,2.10856,4919304569,2.42814
8/19/2021,2.105524,2.449876,2.047941,2.42814,2.42814,8287149082,2.457702
8/20/2021,2.437795,2.575276,2.378612,2.457702,2.457702,8323304733,2.435435
8/21/2021,2.457214,2.528989,2.387616,2.435435,2.435435,4710945373,2.713725
8/22/2021,2.436862,2.718612,2.433664,2.713725,2.713725,6726764969,2.917386
8/23/2021,2.708616,2.967398,2.693827,2.917386,2.917386,9761269047,2.721091
8/24/2021,2.920038,2.947403,2.598319,2.721091,2.721091,9395142433,2.738132
8/25/2021,2.725629,2.795994,2.608796,2.738132,2.738132,6920886097,2.535528
8/26/2021,2.741166,2.783461,2.473766,2.535528,2.535528,6555135612,2.944197
8/27/2021,2.531772,2.944447,2.498699,2.944197,2.944197,8077144313,2.84749
8/28/2021,2.947338,2.948675,2.782474,2.84749,2.84749,5503772825,2.855986
8/29/2021,2.850029,2.936252,2.730336,2.855986,2.855986,5290685515,2.73316
8/30/2021,2.850741,2.885242,2.724317,2.73316,2.73316,5221151798,2.772475
8/31/2021,2.737641,2.877878,2.706473,2.772475,2.772475,5085983512,2.870767
9/1/2021,2.769947,2.902614,2.726327,2.870767,2.870767,4652638822,2.963438
9/2/2021,2.86975,3.099186,2.839781,2.963438,2.963438,7376031836,2.968239
9/3/2021,2.959315,3.029436,2.907606,2.968239,2.968239,5244576777,2.832807
9/4/2021,2.96639,2.96639,2.810206,2.832807,2.832807,4675923261,2.910824
9/5/2021,2.831425,2.954971,2.826377,2.910824,2.910824,4259327908,2.831897
9/6/2021,2.911581,2.92623,2.804009,2.831897,2.831897,4625766871,2.502491
9/7/2021,2.832807,2.872511,2.040953,2.502491,2.502491,11700337851,2.474989
9/8/2021,2.506859,2.564514,2.211509,2.474989,2.474989,8032727286,2.517666
9/9/2021,2.406712,2.621054,2.387085,2.517666,2.517666,6031548418,2.385911
9/10/2021,2.517666,2.585671,2.302802,2.385911,2.385911,6130460769,2.63395
9/11/2021,2.385186,2.796062,2.375493,2.63395,2.63395,8670619500,2.581727
